track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
4,362,36200,car,949.395,1004.989,-11.045,-0.389,-3.106,4.25,1.71
4,363,36300,car,948.29,1004.954,-11.049,-0.352,-3.11,4.25,1.71
4,364,36400,car,947.185,1004.923,-11.054,-0.313,-3.113,4.25,1.71
4,365,36500,car,946.08,1004.897,-11.06,-0.271,-3.117,4.25,1.71
4,366,36600,car,944.973,1004.875,-11.066,-0.227,-3.121,4.25,1.71
4,367,36700,car,943.867,1004.857,-11.073,-0.178,-3.126,4.25,1.71
4,368,36800,car,942.759,1004.845,-11.079,-0.126,-3.13,4.25,1.71
4,369,36900,car,941.651,1004.839,-11.086,-0.069,-3.135,4.25,1.71
4,370,37000,car,940.543,1004.839,-11.092,-0.008,-3.141,4.25,1.71
4,371,37100,car,939.434,1004.846,-11.098,0.057,3.136,4.25,1.71
4,372,37200,car,938.324,1004.859,-11.105,0.125,3.13,4.25,1.71
4,373,37300,car,937.213,1004.879,-11.112,0.195,3.124,4.25,1.71
4,374,37400,car,936.102,1004.906,-11.12,0.266,3.118,4.25,1.71
4,375,37500,car,934.991,1004.941,-11.129,0.337,3.111,4.25,1.71
4,376,37600,car,933.878,1004.982,-11.138,0.407,3.105,4.25,1.71
4,377,37700,car,932.764,1005.03,-11.148,0.475,3.099,4.25,1.71
4,378,37800,car,931.65,1005.085,-11.158,0.539,3.093,4.25,1.71
4,379,37900,car,930.534,1005.145,-11.167,0.599,3.088,4.25,1.71
4,380,38000,car,929.418,1005.211,-11.176,0.654,3.083,4.25,1.71
4,381,38100,car,928.301,1005.282,-11.184,0.703,3.079,4.25,1.71
4,382,38200,car,927.183,1005.357,-11.192,0.747,3.075,4.25,1.71
4,383,38300,car,926.064,1005.435,-11.198,0.784,3.072,4.25,1.71
4,384,38400,car,924.944,1005.517,-11.205,0.815,3.069,4.25,1.71
4,385,38500,car,923.824,1005.602,-11.211,0.841,3.067,4.25,1.71
4,386,38600,car,922.703,1005.688,-11.216,0.861,3.065,4.25,1.71
4,387,38700,car,921.581,1005.775,-11.222,0.875,3.064,4.25,1.71
4,388,38800,car,920.459,1005.864,-11.227,0.885,3.063,4.25,1.71
4,389,38900,car,919.337,1005.953,-11.232,0.891,3.062,4.25,1.71
4,390,39000,car,918.213,1006.042,-11.236,0.892,3.062,4.25,1.71
4,391,39100,car,917.09,1006.131,-11.239,0.891,3.062,4.25,1.71
4,392,39200,car,915.966,1006.22,-11.242,0.888,3.063,4.25,1.71
4,393,39300,car,914.842,1006.308,-11.243,0.883,3.063,4.25,1.71
4,394,39400,car,913.717,1006.396,-11.243,0.877,3.064,4.25,1.71
4,395,39500,car,912.593,1006.483,-11.242,0.87,3.064,4.25,1.71
4,396,39600,car,911.469,1006.569,-11.239,0.864,3.065,4.25,1.71
4,397,39700,car,910.345,1006.655,-11.236,0.858,3.065,4.25,1.71
4,398,39800,car,909.221,1006.74,-11.232,0.854,3.066,4.25,1.71
4,399,39900,car,908.098,1006.825,-11.228,0.851,3.066,4.25,1.71
4,400,40000,car,906.975,1006.91,-11.224,0.849,3.066,4.25,1.71
4,401,40100,car,905.853,1006.995,-11.221,0.849,3.066,4.25,1.71
4,402,40200,car,904.731,1007.08,-11.219,0.849,3.066,4.25,1.71
4,403,40300,car,903.609,1007.165,-11.218,0.851,3.066,4.25,1.71
4,404,40400,car,902.487,1007.251,-11.217,0.853,3.066,4.25,1.71
4,405,40500,car,901.365,1007.336,-11.216,0.855,3.066,4.25,1.71
4,406,40600,car,900.244,1007.422,-11.216,0.857,3.065,4.25,1.71
4,407,40700,car,899.122,1007.508,-11.216,0.859,3.065,4.25,1.71
4,408,40800,car,898.001,1007.594,-11.216,0.861,3.065,4.25,1.71
4,409,40900,car,896.879,1007.68,-11.216,0.863,3.065,4.25,1.71
4,410,41000,car,895.757,1007.767,-11.216,0.864,3.065,4.25,1.71
5,362,36200,car,964.966,1005.347,-10.762,-0.235,-3.12,3.87,1.67
5,363,36300,car,963.89,1005.322,-10.733,-0.248,-3.119,3.87,1.67
5,364,36400,car,962.816,1005.296,-10.705,-0.254,-3.118,3.87,1.67
5,365,36500,car,961.746,1005.271,-10.677,-0.255,-3.118,3.87,1.67
5,366,36600,car,960.678,1005.245,-10.649,-0.252,-3.118,3.87,1.67
5,367,36700,car,959.613,1005.221,-10.62,-0.245,-3.118,3.87,1.67
5,368,36800,car,958.551,1005.197,-10.592,-0.236,-3.119,3.87,1.67
5,369,36900,car,957.492,1005.175,-10.563,-0.224,-3.12,3.87,1.67
5,370,37000,car,956.435,1005.154,-10.533,-0.212,-3.122,3.87,1.67
5,371,37100,car,955.382,1005.134,-10.504,-0.198,-3.123,3.87,1.67
5,372,37200,car,954.332,1005.116,-10.476,-0.184,-3.124,3.87,1.67
5,373,37300,car,953.284,1005.099,-10.449,-0.17,-3.125,3.87,1.67
5,374,37400,car,952.239,1005.084,-10.424,-0.155,-3.127,3.87,1.67
5,375,37500,car,951.197,1005.07,-10.402,-0.141,-3.128,3.87,1.67
5,376,37600,car,950.156,1005.058,-10.384,-0.125,-3.13,3.87,1.67
5,377,37700,car,949.118,1005.047,-10.371,-0.109,-3.131,3.87,1.67
5,378,37800,car,948.081,1005.038,-10.363,-0.092,-3.133,3.87,1.67
5,379,37900,car,947.045,1005.031,-10.36,-0.075,-3.134,3.87,1.67
5,380,38000,car,946.009,1005.026,-10.362,-0.055,-3.136,3.87,1.67
5,381,38100,car,944.972,1005.023,-10.369,-0.035,-3.138,3.87,1.67
5,382,38200,car,943.935,1005.022,-10.38,-0.012,-3.14,3.87,1.67
5,383,38300,car,942.897,1005.024,-10.392,0.011,3.141,3.87,1.67
5,384,38400,car,941.858,1005.028,-10.406,0.036,3.138,3.87,1.67
5,385,38500,car,940.818,1005.035,-10.421,0.063,3.136,3.87,1.67
5,386,38600,car,939.776,1005.044,-10.435,0.091,3.133,3.87,1.67
5,387,38700,car,938.732,1005.057,-10.448,0.121,3.13,3.87,1.67
5,388,38800,car,937.687,1005.073,-10.461,0.152,3.127,3.87,1.67
5,389,38900,car,936.641,1005.092,-10.473,0.185,3.124,3.87,1.67
5,390,39000,car,935.594,1005.114,-10.485,0.22,3.121,3.87,1.67
5,391,39100,car,934.546,1005.141,-10.498,0.256,3.117,3.87,1.67
5,392,39200,car,933.496,1005.171,-10.511,0.294,3.114,3.87,1.67
5,393,39300,car,932.445,1005.205,-10.526,0.333,3.11,3.87,1.67
5,394,39400,car,931.393,1005.243,-10.542,0.374,3.106,3.87,1.67
5,395,39500,car,930.339,1005.285,-10.559,0.415,3.102,3.87,1.67
5,396,39600,car,929.283,1005.331,-10.578,0.457,3.098,3.87,1.67
5,397,39700,car,928.225,1005.381,-10.599,0.498,3.095,3.87,1.67
5,398,39800,car,927.166,1005.436,-10.621,0.539,3.091,3.87,1.67
5,399,39900,car,926.104,1005.494,-10.645,0.579,3.087,3.87,1.67
5,400,40000,car,925.04,1005.556,-10.671,0.618,3.084,3.87,1.67
5,401,40100,car,923.973,1005.622,-10.698,0.655,3.08,3.87,1.67
5,402,40200,car,922.903,1005.691,-10.726,0.69,3.077,3.87,1.67
5,403,40300,car,921.831,1005.764,-10.755,0.722,3.075,3.87,1.67
5,404,40400,car,920.756,1005.839,-10.786,0.752,3.072,3.87,1.67
5,405,40500,car,919.677,1005.917,-10.817,0.779,3.07,3.87,1.67
5,406,40600,car,918.596,1005.998,-10.848,0.802,3.068,3.87,1.67
5,407,40700,car,917.511,1006.08,-10.879,0.822,3.066,3.87,1.67
5,408,40800,car,916.423,1006.164,-10.909,0.838,3.065,3.87,1.67
5,409,40900,car,915.332,1006.249,-10.939,0.851,3.064,3.87,1.67
5,410,41000,car,914.239,1006.334,-10.966,0.859,3.063,3.87,1.67
6,362,36200,car,982.606,1005.413,-11.375,0.346,3.111,4.17,1.67
6,363,36300,car,981.469,1005.439,-11.372,0.269,3.118,4.17,1.67
6,364,36400,car,980.331,1005.458,-11.364,0.191,3.125,4.17,1.67
6,365,36500,car,979.195,1005.468,-11.352,0.112,3.132,4.17,1.67
6,366,36600,car,978.06,1005.471,-11.337,0.035,3.139,4.17,1.67
6,367,36700,car,976.926,1005.466,-11.32,-0.04,-3.138,4.17,1.67
6,368,36800,car,975.794,1005.455,-11.3,-0.111,-3.132,4.17,1.67
6,369,36900,car,974.664,1005.436,-11.28,-0.178,-3.126,4.17,1.67
6,370,37000,car,973.536,1005.412,-11.259,-0.239,-3.12,4.17,1.67
6,371,37100,car,972.41,1005.382,-11.239,-0.293,-3.115,4.17,1.67
6,372,37200,car,971.287,1005.347,-11.219,-0.341,-3.111,4.17,1.67
6,373,37300,car,970.165,1005.309,-11.201,-0.38,-3.108,4.17,1.67
6,374,37400,car,969.045,1005.267,-11.184,-0.412,-3.105,4.17,1.67
6,375,37500,car,967.926,1005.224,-11.169,-0.435,-3.103,4.17,1.67
6,376,37600,car,966.81,1005.178,-11.156,-0.451,-3.101,4.17,1.67
6,377,37700,car,965.694,1005.132,-11.145,-0.458,-3.1,4.17,1.67
6,378,37800,car,964.579,1005.086,-11.135,-0.459,-3.1,4.17,1.67
6,379,37900,car,963.466,1005.041,-11.125,-0.452,-3.101,4.17,1.67
6,380,38000,car,962.353,1004.997,-11.116,-0.44,-3.102,4.17,1.67
6,381,38100,car,961.241,1004.955,-11.107,-0.423,-3.104,4.17,1.67
6,382,38200,car,960.131,1004.915,-11.098,-0.401,-3.105,4.17,1.67
6,383,38300,car,959.021,1004.878,-11.089,-0.376,-3.108,4.17,1.67
6,384,38400,car,957.912,1004.843,-11.079,-0.348,-3.11,4.17,1.67
6,385,38500,car,956.804,1004.812,-11.07,-0.319,-3.113,4.17,1.67
6,386,38600,car,955.696,1004.783,-11.062,-0.288,-3.116,4.17,1.67
6,387,38700,car,954.59,1004.758,-11.054,-0.257,-3.118,4.17,1.67
6,388,38800,car,953.485,1004.736,-11.047,-0.226,-3.121,4.17,1.67
6,389,38900,car,952.38,1004.717,-11.04,-0.195,-3.124,4.17,1.67
6,390,39000,car,951.276,1004.7,-11.035,-0.164,-3.127,4.17,1.67
6,391,39100,car,950.172,1004.687,-11.029,-0.134,-3.129,4.17,1.67
6,392,39200,car,949.069,1004.677,-11.024,-0.105,-3.132,4.17,1.67
6,393,39300,car,947.967,1004.67,-11.018,-0.076,-3.135,4.17,1.67
6,394,39400,car,946.865,1004.665,-11.012,-0.048,-3.137,4.17,1.67
6,395,39500,car,945.764,1004.664,-11.004,-0.019,-3.14,4.17,1.67
6,396,39600,car,944.664,1004.665,-10.995,0.01,3.141,4.17,1.67
6,397,39700,car,943.564,1004.67,-10.983,0.04,3.138,4.17,1.67
6,398,39800,car,942.466,1004.677,-10.97,0.072,3.135,4.17,1.67
6,399,39900,car,941.369,1004.688,-10.955,0.105,3.132,4.17,1.67
6,400,40000,car,940.273,1004.702,-10.937,0.139,3.129,4.17,1.67
6,401,40100,car,939.18,1004.72,-10.919,0.175,3.126,4.17,1.67
6,402,40200,car,938.088,1004.742,-10.9,0.212,3.122,4.17,1.67
6,403,40300,car,936.998,1004.768,-10.88,0.251,3.119,4.17,1.67
6,404,40400,car,935.91,1004.797,-10.86,0.29,3.115,4.17,1.67
6,405,40500,car,934.824,1004.831,-10.841,0.329,3.111,4.17,1.67
6,406,40600,car,933.74,1004.868,-10.823,0.369,3.107,4.17,1.67
6,407,40700,car,932.658,1004.91,-10.805,0.409,3.104,4.17,1.67
6,408,40800,car,931.578,1004.955,-10.787,0.448,3.1,4.17,1.67
6,409,40900,car,930.499,1005.005,-10.769,0.488,3.096,4.17,1.67
6,410,41000,car,929.423,1005.058,-10.751,0.526,3.093,4.17,1.67
7,362,36200,car,989.785,1007.198,-9.854,0.34,3.107,3.99,1.65
7,363,36300,car,988.799,1007.23,-9.845,0.317,3.109,3.99,1.65
7,364,36400,car,987.815,1007.258,-9.835,0.29,3.112,3.99,1.65
7,365,36500,car,986.831,1007.283,-9.824,0.259,3.115,3.99,1.65
7,366,36600,car,985.849,1007.305,-9.815,0.225,3.119,3.99,1.65
7,367,36700,car,984.867,1007.322,-9.806,0.187,3.123,3.99,1.65
7,368,36800,car,983.886,1007.336,-9.8,0.145,3.127,3.99,1.65
7,369,36900,car,982.906,1007.345,-9.795,0.101,3.131,3.99,1.65
7,370,37000,car,981.927,1007.349,-9.792,0.055,3.136,3.99,1.65
7,371,37100,car,980.947,1007.349,-9.792,0.008,3.141,3.99,1.65
7,372,37200,car,979.968,1007.343,-9.794,-0.041,-3.137,3.99,1.65
7,373,37300,car,978.989,1007.333,-9.797,-0.09,-3.132,3.99,1.65
7,374,37400,car,978.009,1007.318,-9.802,-0.14,-3.127,3.99,1.65
7,375,37500,car,977.029,1007.298,-9.807,-0.189,-3.122,3.99,1.65
7,376,37600,car,976.048,1007.273,-9.814,-0.238,-3.117,3.99,1.65
7,377,37700,car,975.067,1007.243,-9.82,-0.286,-3.112,3.99,1.65
7,378,37800,car,974.085,1007.208,-9.828,-0.334,-3.108,3.99,1.65
7,379,37900,car,973.103,1007.169,-9.835,-0.38,-3.103,3.99,1.65
7,380,38000,car,972.12,1007.126,-9.843,-0.425,-3.098,3.99,1.65
7,381,38100,car,971.136,1007.078,-9.852,-0.469,-3.094,3.99,1.65
7,382,38200,car,970.151,1007.026,-9.861,-0.51,-3.09,3.99,1.65
7,383,38300,car,969.165,1006.97,-9.872,-0.55,-3.086,3.99,1.65
7,384,38400,car,968.178,1006.91,-9.885,-0.586,-3.082,3.99,1.65
7,385,38500,car,967.189,1006.848,-9.898,-0.619,-3.079,3.99,1.65
7,386,38600,car,966.2,1006.782,-9.913,-0.649,-3.076,3.99,1.65
7,387,38700,car,965.209,1006.714,-9.93,-0.674,-3.074,3.99,1.65
7,388,38800,car,964.216,1006.645,-9.947,-0.695,-3.072,3.99,1.65
7,389,38900,car,963.221,1006.573,-9.964,-0.712,-3.07,3.99,1.65
7,390,39000,car,962.225,1006.501,-9.982,-0.723,-3.069,3.99,1.65
7,391,39100,car,961.227,1006.428,-9.998,-0.73,-3.069,3.99,1.65
7,392,39200,car,960.227,1006.354,-10.014,-0.733,-3.069,3.99,1.65
7,393,39300,car,959.226,1006.281,-10.027,-0.731,-3.069,3.99,1.65
7,394,39400,car,958.223,1006.209,-10.037,-0.726,-3.069,3.99,1.65
7,395,39500,car,957.219,1006.138,-10.045,-0.717,-3.07,3.99,1.65
7,396,39600,car,956.214,1006.067,-10.049,-0.706,-3.071,3.99,1.65
7,397,39700,car,955.209,1005.998,-10.049,-0.693,-3.073,3.99,1.65
7,398,39800,car,954.204,1005.93,-10.046,-0.68,-3.074,3.99,1.65
7,399,39900,car,953.2,1005.864,-10.038,-0.665,-3.075,3.99,1.65
7,400,40000,car,952.196,1005.8,-10.026,-0.65,-3.077,3.99,1.65
7,401,40100,car,951.193,1005.736,-10.01,-0.634,-3.078,3.99,1.65
7,402,40200,car,950.192,1005.675,-9.989,-0.618,-3.08,3.99,1.65
7,403,40300,car,949.193,1005.615,-9.964,-0.601,-3.081,3.99,1.65
7,404,40400,car,948.197,1005.557,-9.935,-0.584,-3.083,3.99,1.65
7,405,40500,car,947.203,1005.5,-9.901,-0.565,-3.085,3.99,1.65
7,406,40600,car,946.213,1005.446,-9.864,-0.544,-3.087,3.99,1.65
7,407,40700,car,945.226,1005.395,-9.824,-0.52,-3.089,3.99,1.65
7,408,40800,car,944.244,1005.346,-9.78,-0.493,-3.091,3.99,1.65
7,409,40900,car,943.265,1005.3,-9.733,-0.462,-3.094,3.99,1.65
7,410,41000,car,942.292,1005.258,-9.684,-0.428,-3.097,3.99,1.65
8,362,36200,car,996.356,1004.413,-10.021,0.914,3.051,3.83,1.64
8,363,36300,car,995.354,1004.503,-10.098,0.913,3.051,3.83,1.64
8,364,36400,car,994.344,1004.594,-10.17,0.911,3.052,3.83,1.64
8,365,36500,car,993.327,1004.684,-10.237,0.908,3.053,3.83,1.64
8,366,36600,car,992.303,1004.773,-10.294,0.902,3.054,3.83,1.64
8,367,36700,car,991.273,1004.862,-10.342,0.893,3.055,3.83,1.64
8,368,36800,car,990.239,1004.949,-10.378,0.881,3.057,3.83,1.64
8,369,36900,car,989.201,1005.035,-10.401,0.865,3.059,3.83,1.64
8,370,37000,car,988.161,1005.119,-10.411,0.845,3.061,3.83,1.64
8,371,37100,car,987.119,1005.201,-10.406,0.822,3.063,3.83,1.64
8,372,37200,car,986.079,1005.281,-10.388,0.796,3.065,3.83,1.64
8,373,37300,car,985.039,1005.357,-10.357,0.766,3.068,3.83,1.64
8,374,37400,car,984.003,1005.43,-10.315,0.732,3.071,3.83,1.64
8,375,37500,car,982.972,1005.499,-10.262,0.696,3.074,3.83,1.64
8,376,37600,car,981.945,1005.564,-10.2,0.655,3.077,3.83,1.64
8,377,37700,car,980.925,1005.625,-10.132,0.612,3.081,3.83,1.64
8,378,37800,car,979.911,1005.681,-10.059,0.564,3.086,3.83,1.64
8,379,37900,car,978.905,1005.732,-9.983,0.514,3.09,3.83,1.64
8,380,38000,car,977.907,1005.777,-9.906,0.459,3.095,3.83,1.64
8,381,38100,car,976.916,1005.816,-9.829,0.402,3.101,3.83,1.64
8,382,38200,car,975.933,1005.849,-9.753,0.342,3.107,3.83,1.64
8,383,38300,car,974.957,1005.875,-9.68,0.279,3.113,3.83,1.64
8,384,38400,car,973.989,1005.895,-9.612,0.215,3.119,3.83,1.64
8,385,38500,car,973.027,1005.908,-9.548,0.149,3.126,3.83,1.64
8,386,38600,car,972.073,1005.915,-9.489,0.084,3.133,3.83,1.64
8,387,38700,car,971.124,1005.915,-9.437,0.02,3.139,3.83,1.64
8,388,38800,car,970.18,1005.909,-9.391,-0.042,-3.137,3.83,1.64
8,389,38900,car,969.241,1005.897,-9.352,-0.101,-3.131,3.83,1.64
8,390,39000,car,968.306,1005.879,-9.319,-0.156,-3.125,3.83,1.64
8,391,39100,car,967.374,1005.857,-9.292,-0.206,-3.119,3.83,1.64
8,392,39200,car,966.445,1005.83,-9.271,-0.25,-3.115,3.83,1.64
8,393,39300,car,965.518,1005.8,-9.255,-0.288,-3.11,3.83,1.64
8,394,39400,car,964.593,1005.767,-9.244,-0.319,-3.107,3.83,1.64
8,395,39500,car,963.668,1005.732,-9.237,-0.342,-3.105,3.83,1.64
8,396,39600,car,962.745,1005.696,-9.234,-0.358,-3.103,3.83,1.64
8,397,39700,car,961.821,1005.659,-9.233,-0.367,-3.102,3.83,1.64
8,398,39800,car,960.898,1005.622,-9.236,-0.37,-3.102,3.83,1.64
8,399,39900,car,959.974,1005.585,-9.239,-0.367,-3.102,3.83,1.64
8,400,40000,car,959.05,1005.55,-9.244,-0.36,-3.103,3.83,1.64
8,401,40100,car,958.126,1005.515,-9.249,-0.349,-3.104,3.83,1.64
8,402,40200,car,957.201,1005.482,-9.252,-0.337,-3.105,3.83,1.64
8,403,40300,car,956.275,1005.45,-9.254,-0.323,-3.107,3.83,1.64
8,404,40400,car,955.35,1005.419,-9.254,-0.31,-3.108,3.83,1.64
8,405,40500,car,954.424,1005.39,-9.251,-0.297,-3.11,3.83,1.64
8,406,40600,car,953.499,1005.362,-9.244,-0.286,-3.111,3.83,1.64
8,407,40700,car,952.575,1005.335,-9.235,-0.276,-3.112,3.83,1.64
8,408,40800,car,951.651,1005.308,-9.224,-0.269,-3.112,3.83,1.64
8,409,40900,car,950.729,1005.282,-9.209,-0.263,-3.113,3.83,1.64
8,410,41000,car,949.808,1005.256,-9.193,-0.259,-3.113,3.83,1.64
9,362,36200,car,1011.749,1003.029,-12.152,1.067,3.054,4.85,1.93
9,363,36300,car,1010.534,1003.136,-12.153,1.072,3.054,4.85,1.93
9,364,36400,car,1009.319,1003.244,-12.141,1.077,3.053,4.85,1.93
9,365,36500,car,1008.105,1003.353,-12.114,1.081,3.053,4.85,1.93
9,366,36600,car,1006.893,1003.462,-12.074,1.084,3.052,4.85,1.93
9,367,36700,car,1005.686,1003.571,-12.025,1.086,3.052,4.85,1.93
9,368,36800,car,1004.483,1003.68,-11.969,1.086,3.051,4.85,1.93
9,369,36900,car,1003.287,1003.789,-11.909,1.084,3.051,4.85,1.93
9,370,37000,car,1002.096,1003.898,-11.849,1.08,3.051,4.85,1.93
9,371,37100,car,1000.911,1004.006,-11.791,1.074,3.051,4.85,1.93
9,372,37200,car,999.732,1004.112,-11.734,1.065,3.051,4.85,1.93
9,373,37300,car,998.558,1004.218,-11.681,1.055,3.052,4.85,1.93
9,374,37400,car,997.39,1004.323,-11.632,1.042,3.052,4.85,1.93
9,375,37500,car,996.227,1004.426,-11.586,1.028,3.053,4.85,1.93
9,376,37600,car,995.068,1004.527,-11.544,1.011,3.054,4.85,1.93
9,377,37700,car,993.913,1004.626,-11.505,0.992,3.056,4.85,1.93
9,378,37800,car,992.763,1004.722,-11.468,0.97,3.057,4.85,1.93
9,379,37900,car,991.616,1004.817,-11.433,0.946,3.059,4.85,1.93
9,380,38000,car,990.472,1004.908,-11.399,0.918,3.061,4.85,1.93
9,381,38100,car,989.332,1004.996,-11.364,0.886,3.064,4.85,1.93
9,382,38200,car,988.195,1005.08,-11.327,0.85,3.067,4.85,1.93
9,383,38300,car,987.062,1005.16,-11.288,0.809,3.07,4.85,1.93
9,384,38400,car,985.933,1005.235,-11.246,0.764,3.074,4.85,1.93
9,385,38500,car,984.808,1005.305,-11.199,0.714,3.078,4.85,1.93
9,386,38600,car,983.687,1005.37,-11.149,0.659,3.083,4.85,1.93
9,387,38700,car,982.572,1005.428,-11.093,0.599,3.088,4.85,1.93
9,388,38800,car,981.462,1005.48,-11.034,0.535,3.093,4.85,1.93
9,389,38900,car,980.358,1005.524,-10.97,0.467,3.099,4.85,1.93
9,390,39000,car,979.261,1005.562,-10.901,0.396,3.105,4.85,1.93
9,391,39100,car,978.171,1005.591,-10.829,0.323,3.112,4.85,1.93
9,392,39200,car,977.087,1005.614,-10.753,0.248,3.118,4.85,1.93
9,393,39300,car,976.012,1005.628,-10.674,0.173,3.125,4.85,1.93
9,394,39400,car,974.944,1005.635,-10.593,0.099,3.132,4.85,1.93
9,395,39500,car,973.885,1005.634,-10.512,0.026,3.139,4.85,1.93
9,396,39600,car,972.834,1005.627,-10.429,-0.044,-3.137,4.85,1.93
9,397,39700,car,971.791,1005.613,-10.348,-0.11,-3.131,4.85,1.93
9,398,39800,car,970.756,1005.593,-10.269,-0.172,-3.125,4.85,1.93
9,399,39900,car,969.73,1005.567,-10.192,-0.228,-3.119,4.85,1.93
9,400,40000,car,968.711,1005.537,-10.118,-0.277,-3.114,4.85,1.93
9,401,40100,car,967.699,1005.502,-10.049,-0.32,-3.11,4.85,1.93
9,402,40200,car,966.694,1005.465,-9.984,-0.356,-3.106,4.85,1.93
9,403,40300,car,965.696,1005.424,-9.923,-0.385,-3.103,4.85,1.93
9,404,40400,car,964.704,1005.382,-9.868,-0.408,-3.1,4.85,1.93
9,405,40500,car,963.717,1005.339,-9.817,-0.424,-3.098,4.85,1.93
9,406,40600,car,962.735,1005.295,-9.77,-0.434,-3.097,4.85,1.93
9,407,40700,car,961.758,1005.25,-9.727,-0.439,-3.097,4.85,1.93
9,408,40800,car,960.786,1005.206,-9.688,-0.44,-3.096,4.85,1.93
9,409,40900,car,959.817,1005.163,-9.651,-0.437,-3.096,4.85,1.93
9,410,41000,car,958.852,1005.119,-9.616,-0.432,-3.097,4.85,1.93
